city,locality,property_type,area,bedrooms,bathrooms,furnishing,age,floor,parking,pool,garden,gym,security,lift,power_backup,modular_kitchen,clubhouse,children_play,jogging_track,sports_court,rainwater_harvesting,solar_panels,smart_home,servant_room,price
Kolkata,Behala,Studio,676,1,1,Unfurnished,15,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3308981
Bangalore,MG Road,Apartment,542,1,1,Fully-Furnished,0,16,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,16980753
Bangalore,HSR Layout,Apartment,1494,2,2,Unfurnished,8,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,18029635
Delhi,Vasant Kunj,Penthouse,4440,5,3,Unfurnished,10,28,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,153416849
Delhi,Greater Kailash,Independent House,1972,4,2,Fully-Furnished,12,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,60925745
Pune,Viman Nagar,Studio,441,1,1,Fully-Furnished,9,8,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4769159
Hyderabad,Begumpet,Studio,523,1,1,Unfurnished,35,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2810801
Bangalore,Marathahalli,Apartment,1418,4,2,Unfurnished,0,20,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,14848918
Hyderabad,Kondapur,Apartment,1588,2,2,Semi-Furnished,0,20,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,16050184
Kolkata,EM Bypass,Studio,642,1,1,Unfurnished,6,14,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,4368206
Hyderabad,Madhapur,Apartment,1679,4,3,Semi-Furnished,1,12,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,18390128
Pune,Shivaji Nagar,Apartment,2403,3,2,Fully-Furnished,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,40419449
Mumbai,Borivali,Apartment,1656,4,4,Semi-Furnished,7,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,28461300
Delhi,Dwarka,Apartment,1965,3,2,Semi-Furnished,13,9,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,25771795
Chennai,Velachery,Independent House,2469,5,2,Semi-Furnished,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,30528402
Bangalore,Koramangala,Independent House,1595,3,2,Unfurnished,13,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24221496
Kolkata,Park Street,Independent House,2474,4,2,Semi-Furnished,9,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,42558360
Chennai,Nungambakkam,Apartment,917,2,2,Unfurnished,1,13,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,18399269
Hyderabad,Gachibowli,Apartment,1016,3,1,Semi-Furnished,4,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,10591953
Bangalore,HSR Layout,Villa,5000,5,3,Fully-Furnished,5,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,94512660
Ahmedabad,Vastrapur,Villa,4093,6,2,Semi-Furnished,2,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,50161835
Chennai,T Nagar,Apartment,755,3,2,Unfurnished,1,6,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,14070050
Bangalore,Whitefield,Apartment,724,2,1,Fully-Furnished,2,2,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,10113989
Delhi,Karol Bagh,Studio,584,1,1,Semi-Furnished,27,14,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6387287
Bangalore,Indiranagar,Apartment,1008,2,1,Unfurnished,12,6,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,17395185
Mumbai,Borivali,Apartment,500,1,1,Unfurnished,2,27,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,12104058
Hyderabad,Kukatpally,Penthouse,4880,5,3,Unfurnished,3,26,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,59400315
Mumbai,Malad,Apartment,1036,2,1,Fully-Furnished,9,8,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,20601834
Mumbai,Malad,Independent House,1349,3,1,Fully-Furnished,6,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,26776163
Ahmedabad,Chandkheda,Studio,348,1,1,Unfurnished,2,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2088337
Ahmedabad,Navrangpura,Apartment,922,2,2,Fully-Furnished,3,11,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,13636037
Mumbai,Powai,Apartment,914,2,2,Semi-Furnished,2,29,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,24823393
Bangalore,Koramangala,Studio,426,1,1,Semi-Furnished,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5609759
Bangalore,Whitefield,Independent House,2934,5,3,Fully-Furnished,7,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,37382194
Chennai,T Nagar,Apartment,1144,3,1,Fully-Furnished,0,29,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,25242657
Delhi,Janakpuri,Penthouse,3480,5,4,Semi-Furnished,0,31,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,96899372
Pune,Wakad,Penthouse,3617,4,3,Semi-Furnished,25,26,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,50458775
Bangalore,Hebbal,Studio,595,1,1,Semi-Furnished,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4532764
Mumbai,Thane,Apartment,2340,3,1,Unfurnished,0,3,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,33182627
Hyderabad,Begumpet,Studio,726,1,1,Semi-Furnished,11,24,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,6663955
Mumbai,Thane,Apartment,1779,4,4,Unfurnished,7,16,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,21190399
Chennai,Adyar,Apartment,1658,3,1,Unfurnished,3,13,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,22927922
Chennai,Nungambakkam,Studio,300,1,1,Unfurnished,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4899194
Bangalore,Electronic City,Studio,755,1,1,Unfurnished,6,7,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,4504194
Delhi,Connaught Place,Studio,536,1,1,Fully-Furnished,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18392023
Ahmedabad,Thaltej,Villa,3383,6,2,Semi-Furnished,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,44092425
Pune,Viman Nagar,Independent House,3487,5,3,Fully-Furnished,20,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,39232148
Bangalore,JP Nagar,Apartment,1907,3,2,Fully-Furnished,12,17,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,22301296
Kolkata,Ballygunge,Apartment,1570,3,2,Semi-Furnished,2,10,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,23636181
Bangalore,Koramangala,Apartment,1390,2,2,Unfurnished,3,26,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,20865070
Hyderabad,Begumpet,Apartment,2500,4,3,Fully-Furnished,5,22,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,33109302
Kolkata,Ballygunge,Apartment,937,3,2,Fully-Furnished,4,2,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,16428518
Chennai,Adyar,Independent House,1829,4,3,Semi-Furnished,4,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,29899521
Hyderabad,Begumpet,Apartment,1663,4,3,Semi-Furnished,4,21,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,19212974
Mumbai,Dadar,Apartment,1040,3,2,Fully-Furnished,16,20,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,32751062
Mumbai,Thane,Independent House,2256,3,1,Semi-Furnished,6,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,38187510
Kolkata,Ballygunge,Studio,636,1,1,Unfurnished,4,22,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,6506905
Bangalore,Indiranagar,Apartment,1804,4,3,Fully-Furnished,35,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,25884415
Delhi,Greater Kailash,Independent House,2488,3,2,Semi-Furnished,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,83096229
Hyderabad,Secunderabad,Studio,413,1,1,Fully-Furnished,5,15,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,5598144
Pune,Koregaon Park,Penthouse,3546,4,3,Semi-Furnished,12,19,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,96553824
Delhi,Nehru Place,Villa,2816,5,4,Unfurnished,3,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,63325857
Delhi,Vasant Kunj,Villa,3366,5,3,Unfurnished,30,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,75544571
Mumbai,Dadar,Studio,695,1,1,Unfurnished,2,11,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,16447215
Delhi,Janakpuri,Independent House,2247,5,4,Unfurnished,12,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,34347994
Mumbai,Thane,Apartment,2109,4,3,Semi-Furnished,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,29239476
Pune,Baner,Apartment,1513,3,2,Semi-Furnished,6,22,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,16060325
Bangalore,JP Nagar,Studio,402,1,1,Semi-Furnished,16,20,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3499290
Pune,Koregaon Park,Penthouse,3969,5,4,Unfurnished,16,21,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,86302202
Ahmedabad,SG Highway,Apartment,1142,2,1,Unfurnished,21,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,8492088
Bangalore,Sarjapur,Apartment,1093,3,2,Semi-Furnished,24,5,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8266304
Hyderabad,Kukatpally,Studio,800,1,1,Unfurnished,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4359484
Mumbai,Borivali,Apartment,1041,3,1,Unfurnished,14,15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,14239430
Ahmedabad,CG Road,Apartment,1572,4,4,Unfurnished,0,25,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,17997973
Kolkata,Alipore,Villa,4703,5,4,Semi-Furnished,10,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,78442970
Chennai,Mylapore,Independent House,2179,3,2,Unfurnished,11,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,33663954
Hyderabad,Madhapur,Apartment,2007,4,3,Semi-Furnished,33,7,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,14209316
Delhi,Rohini,Studio,382,1,1,Unfurnished,9,9,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,4905650
Hyderabad,Begumpet,Apartment,1118,2,2,Semi-Furnished,29,17,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,11626467
Chennai,Chromepet,Independent House,2277,4,4,Semi-Furnished,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,21329617
Hyderabad,Secunderabad,Apartment,1199,2,2,Semi-Furnished,1,7,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,14130122
Bangalore,MG Road,Apartment,1239,4,4,Semi-Furnished,5,28,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,27518096
Pune,Kothrud,Studio,417,1,1,Fully-Furnished,17,2,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,4996498
Pune,Baner,Apartment,952,2,2,Unfurnished,3,9,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,11171569
Bangalore,MG Road,Apartment,1198,3,2,Semi-Furnished,4,2,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,27795871
Chennai,T Nagar,Independent House,1791,3,1,Fully-Furnished,19,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,36119890
Bangalore,JP Nagar,Studio,800,1,1,Semi-Furnished,2,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6430118
Bangalore,Indiranagar,Apartment,587,2,1,Unfurnished,35,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6350251
Delhi,Greater Kailash,Apartment,1330,3,2,Unfurnished,1,11,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,37180909
Mumbai,Bandra,Apartment,1083,3,1,Unfurnished,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,36956350
Ahmedabad,Prahlad Nagar,Independent House,1441,3,2,Unfurnished,9,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,13174366
Hyderabad,Madhapur,Studio,456,1,1,Semi-Furnished,6,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3260361
Mumbai,Borivali,Studio,559,1,1,Semi-Furnished,6,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,7041708
Pune,Kothrud,Apartment,500,2,2,Fully-Furnished,0,9,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,10220715
Pune,Hinjewadi,Studio,524,1,1,Semi-Furnished,10,23,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4582563
Ahmedabad,Chandkheda,Independent House,1649,3,2,Unfurnished,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,10773389
Mumbai,Dadar,Apartment,2329,4,3,Unfurnished,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61550041
Bangalore,Sarjapur,Villa,4220,5,3,Unfurnished,9,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,40374021
Pune,Aundh,Studio,519,1,1,Unfurnished,0,27,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4689206
Mumbai,Juhu,Apartment,1963,4,3,Unfurnished,2,16,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,78658086
Mumbai,Bandra,Apartment,2071,4,3,Semi-Furnished,15,19,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,69969918
Hyderabad,Kondapur,Villa,2386,4,4,Unfurnished,9,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,24153710
Bangalore,Whitefield,Studio,300,1,1,Semi-Furnished,8,23,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3432945
Delhi,Connaught Place,Villa,1848,4,3,Fully-Furnished,9,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,110816729
Pune,Viman Nagar,Villa,1846,4,4,Unfurnished,26,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,22848440
Bangalore,Koramangala,Independent House,2921,5,4,Semi-Furnished,13,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,42920792
Pune,Wakad,Apartment,1406,3,2,Semi-Furnished,3,15,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,14777096
Bangalore,Electronic City,Apartment,500,1,1,Unfurnished,5,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4178903
Chennai,Mylapore,Studio,329,1,1,Unfurnished,7,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4100709
Pune,Koregaon Park,Independent House,3153,5,2,Unfurnished,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,42317915
Bangalore,Koramangala,Apartment,1554,2,2,Semi-Furnished,1,16,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,23664579
Chennai,Nungambakkam,Apartment,1562,3,1,Unfurnished,0,15,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,33079295
Ahmedabad,Chandkheda,Independent House,2640,4,3,Semi-Furnished,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,18439819
Hyderabad,Begumpet,Apartment,2136,3,2,Unfurnished,0,3,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,23002708
Delhi,Connaught Place,Apartment,1290,4,3,Semi-Furnished,17,2,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,42781653
Chennai,OMR,Studio,624,1,1,Fully-Furnished,2,8,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,7076641
Hyderabad,HITEC City,Apartment,978,3,2,Fully-Furnished,2,29,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,13679163
Hyderabad,Miyapur,Apartment,2132,3,1,Semi-Furnished,3,25,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,17413897
Pune,Shivaji Nagar,Penthouse,3881,5,3,Semi-Furnished,5,21,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,92366223
Bangalore,HSR Layout,Independent House,1888,4,4,Semi-Furnished,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,30104530
Hyderabad,Kukatpally,Studio,456,1,1,Unfurnished,3,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3226357
Kolkata,Salt Lake,Apartment,1751,4,4,Unfurnished,2,12,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,15032611
Ahmedabad,Vastrapur,Apartment,1779,3,2,Semi-Furnished,2,9,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,17410808
Bangalore,MG Road,Independent House,3500,6,4,Unfurnished,2,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,82978419
Delhi,Saket,Villa,2798,4,2,Unfurnished,2,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,84302323
Hyderabad,Jubilee Hills,Penthouse,3235,5,3,Semi-Furnished,7,35,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,85099217
Chennai,Mylapore,Apartment,1619,4,3,Unfurnished,2,10,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,27026727
Delhi,Greater Kailash,Apartment,2275,4,3,Fully-Furnished,7,18,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,58915498
Mumbai,Thane,Apartment,2083,3,1,Semi-Furnished,1,16,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,32843050
Bangalore,Marathahalli,Villa,3850,4,2,Unfurnished,5,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,42287558
Hyderabad,Jubilee Hills,Apartment,2100,3,2,Semi-Furnished,1,12,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,39600732
Mumbai,Bandra,Independent House,1888,3,1,Unfurnished,17,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,60522626
Mumbai,Thane,Apartment,1202,3,2,Semi-Furnished,1,28,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,20412192
Delhi,Dwarka,Apartment,2500,4,3,Unfurnished,7,13,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,33252371
Bangalore,MG Road,Independent House,2701,5,3,Fully-Furnished,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,77481393
Kolkata,Dum Dum,Studio,653,1,1,Semi-Furnished,6,28,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3254120
Mumbai,Goregaon,Apartment,1487,2,1,Fully-Furnished,1,20,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,34417689
Chennai,Nungambakkam,Independent House,2788,4,3,Fully-Furnished,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,78763019
Pune,Hinjewadi,Independent House,1154,3,2,Semi-Furnished,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13197264
Chennai,Porur,Apartment,1753,4,4,Fully-Furnished,0,6,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,18852754
Chennai,Tambaram,Apartment,763,3,2,Unfurnished,1,26,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,7379913
Kolkata,Park Street,Studio,599,1,1,Semi-Furnished,1,20,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8505721
Ahmedabad,SG Highway,Independent House,1992,3,2,Semi-Furnished,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,21155779
Pune,Hadapsar,Independent House,1744,4,2,Unfurnished,24,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,12285057
Bangalore,Electronic City,Studio,421,1,1,Unfurnished,3,25,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,4456565
Hyderabad,HITEC City,Studio,638,1,1,Fully-Furnished,6,22,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,7861606
Bangalore,Sarjapur,Apartment,1781,3,2,Semi-Furnished,14,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13545078
Delhi,Vasant Kunj,Apartment,1204,3,1,Semi-Furnished,20,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,25132712
Mumbai,Goregaon,Apartment,1962,3,1,Semi-Furnished,1,18,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,42895098
Hyderabad,Secunderabad,Villa,4028,5,3,Unfurnished,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,56664470
Mumbai,Juhu,Studio,626,1,1,Semi-Furnished,11,14,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,17241061
Bangalore,Hebbal,Villa,3279,5,4,Fully-Furnished,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,60588361
Delhi,Janakpuri,Studio,647,1,1,Semi-Furnished,3,13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7083941
Chennai,OMR,Penthouse,5000,4,4,Unfurnished,0,25,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,72200716
Delhi,Dwarka,Studio,567,1,1,Unfurnished,1,4,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,7551175
Chennai,Anna Nagar,Studio,315,1,1,Unfurnished,12,7,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3522529
Mumbai,Andheri,Studio,562,1,1,Unfurnished,1,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9558485
Hyderabad,Begumpet,Studio,676,1,1,Semi-Furnished,3,16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5798548
Ahmedabad,CG Road,Villa,3416,6,3,Semi-Furnished,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,56915235
Ahmedabad,Satellite,Independent House,3500,5,3,Unfurnished,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,34614990
Mumbai,Borivali,Studio,374,1,1,Semi-Furnished,4,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5266339
Bangalore,HSR Layout,Apartment,1666,3,2,Fully-Furnished,1,8,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,27155902
Kolkata,Behala,Villa,3183,6,3,Fully-Furnished,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,34487307
Hyderabad,Jubilee Hills,Apartment,2094,4,3,Fully-Furnished,35,18,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,26565994
Bangalore,JP Nagar,Studio,645,1,1,Semi-Furnished,18,20,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,5046893
Delhi,Janakpuri,Apartment,1523,3,2,Fully-Furnished,16,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19100853
Hyderabad,Kondapur,Independent House,800,2,2,Unfurnished,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,8749204
Chennai,Nungambakkam,Studio,343,1,1,Semi-Furnished,13,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5144748
Pune,Kharadi,Apartment,1110,3,2,Unfurnished,0,12,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,12339406
Bangalore,JP Nagar,Studio,398,1,1,Unfurnished,2,22,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3307787
Kolkata,Howrah,Studio,469,1,1,Unfurnished,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658746
Bangalore,Electronic City,Apartment,2043,3,2,Fully-Furnished,23,17,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,14811308
Hyderabad,Gachibowli,Apartment,1569,2,2,Fully-Furnished,20,20,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,15391824
Hyderabad,Miyapur,Apartment,2500,4,3,Semi-Furnished,2,3,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,19768160
Delhi,Janakpuri,Penthouse,3556,5,4,Fully-Furnished,2,15,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,109452445
Pune,Hadapsar,Apartment,1693,4,2,Unfurnished,4,15,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,12971438
Bangalore,Marathahalli,Studio,683,1,1,Semi-Furnished,10,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4567110
Hyderabad,Madhapur,Villa,4872,6,3,Semi-Furnished,9,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,65016174
Kolkata,Salt Lake,Independent House,2059,4,3,Fully-Furnished,6,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,22966037
Hyderabad,Secunderabad,Independent House,1872,3,2,Semi-Furnished,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17896417
Mumbai,Goregaon,Independent House,1775,3,2,Unfurnished,17,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,28950850
Chennai,Chromepet,Villa,3587,5,2,Semi-Furnished,3,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,40798632
Delhi,Nehru Place,Apartment,2219,3,2,Fully-Furnished,12,24,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,36614302
Pune,Baner,Apartment,1896,3,2,Semi-Furnished,1,9,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,23133929
Pune,Koregaon Park,Independent House,1579,3,2,Fully-Furnished,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,31565026
Delhi,Dwarka,Apartment,1386,3,1,Unfurnished,9,25,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,21060434
Chennai,Anna Nagar,Apartment,1251,3,2,Semi-Furnished,1,24,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,19645360
Mumbai,Malad,Studio,565,1,1,Semi-Furnished,8,23,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7766804
Kolkata,Salt Lake,Studio,549,1,1,Semi-Furnished,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4494456
Bangalore,Indiranagar,Apartment,2229,4,2,Unfurnished,2,12,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,39782413
Delhi,Greater Kailash,Apartment,1921,3,1,Semi-Furnished,14,20,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,42790149
Kolkata,EM Bypass,Apartment,1318,4,4,Unfurnished,7,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,10442991
Hyderabad,Kukatpally,Villa,3706,6,3,Unfurnished,12,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,35705819
